Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-10-22,21:17:56,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.82,USD,3.96,lb,,1.0,42,Alternative Meat,Meat-Protein,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:17:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.80,USD,0.20,lb,,1.0,27,Pizza w Toppings,Mixed Foods,Presented - Not Sold,Pizza and Pasta,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-22,21:16:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.95,USD,0.60,lb,,1.0,13,Pizza w Cheese,Mixed Foods,Presented - Not Sold,Pizza and Pasta,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-22,21:15:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.51,USD,0.67,lb,,1.0,59,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:14:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.87,USD,9.04,lb,,1.0,28,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,21:13:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.85,USD,5.07,lb,,1.0,43,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pizza and Pasta,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-22,15:23:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.73,USD,7.08,lb,,1.0,64780,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,21:23:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.65,USD,0.85,lb,,1.0,37,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,4in Oval,Pre-Consumer,Student,,0,
2024-10-21,21:22:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.13,USD,1.49,lb,,1.0,17,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,21:22:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.63,USD,2.81,lb,,1.0,23,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,21:21:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.15,USD,0.29,lb,,1.0,82,Potatoes,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,21:20:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.24,USD,10.78,lb,,2.0,21,Rice,Starch,Presented - Not Sold,Center Plate,Donation,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,21:19:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.31,USD,1.40,lb,,1.0,25,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-10-21,21:19:13,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.75,USD,2.30,lb,,1.0,29,Vegetables,Fruit-Vegetable,Overproduction,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-10-21,21:18:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.59,USD,6.94,lb,,1.0,24,Rice,Starch,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,21:17:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,59.95,USD,10.92,lb,,1.0,32,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,21:16:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.44,USD,4.67,lb,,1.0,65,Rice,Starch,Overproduction,Center Plate,Donation,2in Half,Pre-Consumer,Student,,0,
2024-10-21,20:45:20,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,122.54,USD,44.40,lb,,4.0,6817,Lasagna,Mixed Foods,Spoiled,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-21,16:41:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.31,USD,8.44,lb,,1.0,28,Pasta,Starch,Presented - Not Sold,Pasta Station,Donation,Half Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,16:40:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.83,USD,6.93,lb,,1.0,26,Pasta,Starch,Presented - Not Sold,Pasta Station,Donation,Half Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,16:39:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.31,USD,2.06,lb,,1.0,26,Beef - Ground,Meat-Protein,Presented - Not Sold,Bear Fit,Donation,Half Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,16:38:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,42.14,USD,6.09,lb,,1.0,39,Beef - Whole,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,15:07:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.03,USD,2.67,lb,,1.0,52,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Third Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-21,10:24:30,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.09,USD,3.13,lb,,1.0,19,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Donation,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,10:16:38,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.12,USD,8.57,lb,,1.0,21,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Donation,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,10:15:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.49,USD,2.93,lb,,1.0,19,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,10:14:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.05,USD,2.70,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Big C Vegan,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,10:14:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,13.03,USD,6.98,lb,,1.0,19,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-21,09:49:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.67,USD,1.78,lb,,1.0,25,Sauce,Soup-Sauce-Gravy,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,Student,,0,
2024-10-21,08:46:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.57,USD,4.64,lb,,1.0,44,Pasta,Starch,Expired / Out of Date,Bear Fit,Compost,Full Hotel Pan (6-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-20,21:37:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.51,USD,10.45,lb,,1.0,31,Soup-Vegetarian-Pasta,Soup-Sauce-Gravy,Presented - Not Sold,Center Plate,Compost,Round Bowl - Large,Pre-Consumer,FSW,,0,
2024-10-20,21:34:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.96,USD,3.62,lb,,1.0,37,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (4-inch) Plastic,Pre-Consumer,FSW,,0,
2024-10-20,21:33:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.20,USD,8.16,lb,,1.0,38,Vegetables,Fruit-Vegetable,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,21:32:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.46,USD,5.87,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,21:31:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.83,USD,5.04,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,21:28:25,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.83,USD,2.98,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,2in Lg Round,Pre-Consumer,FSW,,0,
2024-10-20,21:28:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,23.45,USD,5.21,lb,,1.0,35,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,2in Lg Round,Pre-Consumer,FSW,,0,
2024-10-20,21:26:40,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.89,USD,0.42,lb,,1.0,20,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,2in Lg Round,Pre-Consumer,FSW,,0,
2024-10-20,21:25:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.54,USD,6.94,lb,,1.0,38,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,2in Lg Round,Pre-Consumer,FSW,,0,
2024-10-20,21:24:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.22,USD,4.24,lb,,1.0,50,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Quarter Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,21:23:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.92,USD,4.13,lb,,1.0,33,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,21:22:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.94,USD,1.04,lb,,1.0,33,Eggs,Dairy & Eggs,Presented - Not Sold,Deli,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-20,15:37:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.75,USD,3.11,lb,,1.0,41,Hot Cereal,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Soup Container-Med,Pre-Consumer,Student,,0,
2024-10-20,15:33:41,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.09,USD,6.41,lb,,1.0,18,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:32:24,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.97,USD,6.06,lb,,1.0,31,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:31:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.50,USD,5.92,lb,,1.0,24,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:29:01,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.66,USD,8.79,lb,,1.0,44,Pasta,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:27:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.94,USD,5.76,lb,,1.0,29,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:25:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.56,USD,8.94,lb,,1.0,21,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-20,15:23:05,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,20.09,USD,3.66,lb,,1.0,20,Beef - Ground,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-20,15:21:43,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.78,USD,3.95,lb,,1.0,20,Alternative Meat,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Sheet,Pre-Consumer,Student,,0,
2024-10-20,15:19:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.54,USD,3.23,lb,,1.0,21,Alternative Meat,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:18:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.91,USD,2.44,lb,,1.0,16,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:18:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,15.07,USD,8.07,lb,,1.0,28,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:17:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,13.11,USD,7.01,lb,,1.0,45,Pudding,Desserts,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,15:15:45,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.41,USD,2.77,lb,,1.0,25,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-20,14:47:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,24.91,USD,18.00,lb,,1.0,42,Beef - Whole,Meat-Protein,Trimmings & By-Products,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-20,13:29:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,21.45,USD,15.50,lb,,1.0,23,Beef - Whole,Meat-Protein,Trimmings & By-Products,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-19,21:20:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.11,USD,2.77,lb,,1.0,21,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,4in Full,Pre-Consumer,FSW,,0,
2024-10-19,21:19:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.19,USD,2.34,lb,,1.0,16,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,4in Saucepan,Pre-Consumer,FSW,,0,
2024-10-19,21:18:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.56,USD,5.56,lb,,1.0,64,Beans,Starch,Presented - Not Sold,Center Plate,Compost,4in Saucepan,Pre-Consumer,FSW,,0,
2024-10-19,21:13:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.77,USD,7.13,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:12:50,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.58,USD,2.11,lb,,1.0,21,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:12:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.21,USD,5.54,lb,,1.0,11,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:11:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.62,USD,1.59,lb,,1.0,15,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:10:57,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.66,USD,3.50,lb,,1.0,27,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:10:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.71,USD,6.50,lb,,1.0,35,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,21:03:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.47,USD,14.07,lb,,1.0,15,Beef - Whole,Meat-Protein,Trimmings & By-Products,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Stefan,,0,
2024-10-19,15:31:31,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.82,USD,2.61,lb,,1.0,62,Bread,Bread-Cereal,Presented - Not Sold,Center Plate,Compost,Half Sheet,Pre-Consumer,FSW,,0,
2024-10-19,15:27:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.35,USD,0.47,lb,,1.0,31,Fries,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:26:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.02,USD,3.02,lb,,1.0,46,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:25:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.48,USD,1.44,lb,,1.0,33,Alternative Meat,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:23:42,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.69,USD,6.46,lb,,1.0,32,Sauce,Soup-Sauce-Gravy,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:22:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.56,USD,7.32,lb,,1.0,41,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Half Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:21:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.90,USD,2.00,lb,,1.0,16,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:21:15,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.56,USD,2.77,lb,,1.0,30,Tofu,Meat-Protein,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:20:39,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.95,USD,6.40,lb,,1.0,22,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:20:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.16,USD,5.24,lb,,1.0,38,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-19,15:18:58,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.06,USD,2.08,lb,,1.0,43,Potatoes,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,15:17:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.94,USD,4.59,lb,,1.0,43,Beans,Starch,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-19,15:16:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.30,USD,3.03,lb,,1.0,56,Vegetables,Fruit-Vegetable,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:21:16,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.78,USD,6.29,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:20:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.41,USD,9.75,lb,,1.0,26,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (1-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:20:10,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.76,USD,10.92,lb,,1.0,19,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:19:44,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.80,USD,3.86,lb,,1.0,40,Pasta,Starch,Presented - Not Sold,Pasta Station,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:18:52,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.63,USD,4.78,lb,,1.0,23,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:17:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.65,USD,8.05,lb,,1.0,24,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:17:11,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.46,USD,0.48,lb,,1.0,35,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:16:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,16.03,USD,2.92,lb,,1.0,44,Beef - Ground,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,21:15:08,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,8.72,USD,5.29,lb,,1.0,58,Tofu,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-18,20:30:27,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,62.19,USD,65.46,lb,,6.0,26,Rice,Starch,Overproduction,Pasta Station,Donation,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,15:02:19,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.38,USD,2.62,lb,,1.0,62,Beef - Ground,Meat-Protein,Presented - Not Sold,Bear Fit,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-18,10:41:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,14.38,USD,7.70,lb,,1.0,28,Eggs,Dairy & Eggs,Overproduction,Center Plate,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,SC Marco,,0,
2024-10-18,10:33:31,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.83,USD,1.93,lb,,1.0,40,Mixed Plate-Other,Mixed Foods,Overproduction,Center Plate,Compost,Round Bowl - Large,Pre-Consumer,Student,,0,
2024-10-18,10:32:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,17.98,USD,7.19,lb,,1.0,118,Mixed Plate-Other,Mixed Foods,Overproduction,Center Plate,Compost,Round Bowl - Large,Pre-Consumer,Student,,0,
2024-10-18,10:18:33,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,9.00,USD,3.60,lb,,1.0,61,Mixed Plate-Other,Mixed Foods,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
2024-10-18,10:16:26,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.18,USD,3.35,lb,,1.0,22,Rice,Starch,Overproduction,Center Plate,Compost,Shotgun Pan (6-inch) Metal,Pre-Consumer,Student,,0,
